,GENE_ID,GENE,Chr
23818,ENSG00000283141,LINC02666,10
23819,ENSG00000275327,,10
23820,ENSG00000266676,MIR4297,10
23821,ENSG00000275005,,10
23822,ENSG00000287997,EBF3-AS1,10
23823,ENSG00000220842,RPL21P16,10
23824,ENSG00000234522,,10
23825,ENSG00000287586,,1
23826,ENSG00000177234,LINC01561,10
23827,ENSG00000203805,PLPP4,10
23828,ENSG00000196376,SLC35F1,6
23829,ENSG00000159182,PRAC1,17
23830,ENSG00000159423,ALDH4A1,1
23831,ENSG00000251102,CTBP2P4,5
23832,ENSG00000168246,UBTD2,5
23833,ENSG00000270727,,10
23834,ENSG00000218426,,6
23835,ENSG00000260418,,6
23836,ENSG00000265372,MIR4675,10
23837,ENSG00000235940,MTND1P21,10
23838,ENSG00000262823,,17
23839,ENSG00000230112,,10
23840,ENSG00000230423,,6
23841,ENSG00000230109,LINC02643,10
23842,ENSG00000231553,MRM3P1,10
23843,ENSG00000267482,,17
23844,ENSG00000278650,,10
23845,ENSG00000287056,,6
23846,ENSG00000244486,SCARF2,22
23847,ENSG00000237312,,6
23848,ENSG00000273566,,10
23849,ENSG00000199222,,10
23850,ENSG00000222071,MIR1915,10
23851,ENSG00000243758,RPL35AP15,5
23852,ENSG00000243828,,6
23853,ENSG00000180592,SKIDA1,10
23854,ENSG00000108349,CASC3,17
23855,ENSG00000253218,KLF3P1,5
23856,ENSG00000251389,YTHDF1P1,5
23857,ENSG00000243439,RN7SL352P,6
23858,ENSG00000275859,MIR6720,6
23859,ENSG00000250284,,5
23860,ENSG00000201185,RNA5SP202,6
23861,ENSG00000265083,MIR3691,6
23862,ENSG00000221583,RNU6ATAC21P,6
23863,ENSG00000240936,RN7SL554P,6
23864,ENSG00000201483,,6
23865,ENSG00000207419,,6
23866,ENSG00000206960,RNU6-793P,6
23867,ENSG00000248125,,5
23868,ENSG00000277473,,6
23869,ENSG00000207347,RNU6-306P,10
23870,ENSG00000202313,RNU1-64P,6
23871,ENSG00000201367,RNU6-522P,6
23872,ENSG00000214285,NPS,10
23873,ENSG00000263705,MIR5689,6
23874,ENSG00000263712,MIR4639,6
23875,ENSG00000214691,LINC01913,2
23876,ENSG00000276019,,6
23877,ENSG00000201519,RNU6-645P,6
23878,ENSG00000207775,MIR548A1,6
23879,ENSG00000238987,RNU7-133P,6
23880,ENSG00000242989,RN7SL332P,6
23881,ENSG00000223321,RN7SKP293,6
23882,ENSG00000201415,RNA5SP204,6
23883,ENSG00000152463,OLAH,10
23884,ENSG00000251830,,6
23885,ENSG00000200681,RNU6-263P,6
23886,ENSG00000201683,,6
23887,ENSG00000277411,,6
23888,ENSG00000251831,RNU6-1114P,6
23889,ENSG00000110675,ELMOD1,11
23890,ENSG00000240869,RN7SL128P,6
23891,ENSG00000281999,,HSCHR7_3_CTG6
23892,ENSG00000199715,,6
23893,ENSG00000113552,GNPDA1,5
23894,ENSG00000222431,RNU6-141P,6
23895,ENSG00000282044,,HSCHR7_3_CTG6
23896,ENSG00000207394,RNU6-1060P,6
23897,ENSG00000263426,RN7SL471P,6
23898,ENSG00000278728,CNTNAP2,HSCHR7_3_CTG6
23899,ENSG00000222515,RN7SKP240,6
23900,ENSG00000251877,RNU2-45P,6
23901,ENSG00000201523,RNA5SP205,6
23902,ENSG00000244618,RN7SL334P,6
23903,ENSG00000200957,RNU6-801P,6
23904,ENSG00000252046,RNU6-150P,6
23905,ENSG00000277205,,HSCHR7_3_CTG6
23906,ENSG00000201442,,6
23907,ENSG00000274906,,HSCHR7_3_CTG6
23908,ENSG00000212240,RNU6-930P,6
23909,ENSG00000263894,MIR3925,6
23910,ENSG00000240733,RN7SL502P,6
23911,ENSG00000239953,RN7SL273P,6
23912,ENSG00000212176,RNA5SP207,6
23913,ENSG00000206745,RNU6-643P,6
23914,ENSG00000252990,RNU1-54P,6
23915,ENSG00000239964,RN7SL748P,6
23916,ENSG00000212468,RNU6-754P,6
23917,ENSG00000212532,,6
23918,ENSG00000264056,MIR5685,6
23919,ENSG00000252457,RNU7-65P,6
23920,ENSG00000206908,RNU1-136P,6
23921,ENSG00000240641,RN7SL580P,6
23922,ENSG00000251965,RNA5SP208,6
23923,ENSG00000212229,,6
23924,ENSG00000251946,RNU6-1023P,6
23925,ENSG00000238949,RNU7-66P,6
23926,ENSG00000238697,RNU6-261P,6
23927,ENSG00000212017,MIR548U,6
23928,ENSG00000272445,RNU6-84P,6
23929,ENSG00000206886,,6
23930,ENSG00000206672,,6
23931,ENSG00000200785,SNORD8,14
23932,ENSG00000252156,RNU6-155P,6
23933,ENSG00000251665,,17
23934,ENSG00000252137,RNU6-1338P,6
23935,ENSG00000241035,,14
23936,ENSG00000258870,EIF4EBP1P1,14
23937,ENSG00000223169,RNA5SP209,6
23938,ENSG00000130538,OR11H1,22
23939,ENSG00000292182,KRT8P8,HSCHRX_1_CTG14
23940,ENSG00000201015,RNU6-280P,6
23941,ENSG00000274475,RN7SL650P,14
23942,ENSG00000292183,MIR105-1,HSCHRX_1_CTG14
23943,ENSG00000223044,RNU6-130P,6
23944,ENSG00000292184,MIR767,HSCHRX_1_CTG14
23945,ENSG00000253010,RN7SKP256,6
23946,ENSG00000292185,MIR105-2,HSCHRX_1_CTG14
23947,ENSG00000278346,,17
23948,ENSG00000212336,RNA5SP210,6
23949,ENSG00000129472,RAB2B,14
23950,ENSG00000292186,MAGEA3,HSCHRX_1_CTG14
23951,ENSG00000252249,,6
23952,ENSG00000244559,,17
23953,ENSG00000222652,RNU6-248P,6
23954,ENSG00000243124,RN7SL643P,6
23955,ENSG00000240961,RN7SL415P,6
23956,ENSG00000263734,MIR4643,6
23957,ENSG00000133460,SLC2A11,22
23958,ENSG00000265226,MIR548AI,6
23959,ENSG00000202283,,6
23960,ENSG00000263479,RN7SL509P,6
23961,ENSG00000263657,,17
23962,ENSG00000292187,MAGEA2B,HSCHRX_1_CTG14
23963,ENSG00000199303,,6
23964,ENSG00000202069,RNU4-66P,6
23965,ENSG00000200492,,6
23966,ENSG00000242560,RN7SL797P,6
23967,ENSG00000126368,NR1D1,17
23968,ENSG00000221455,,6
23969,ENSG00000225567,OR2AD1P,HSCHR6_MHC_MCF_CTG1
23970,ENSG00000235668,,HSCHR6_MHC_MCF_CTG1
23971,ENSG00000238386,RNU7-48P,6
23972,ENSG00000252125,RNU6-1299P,6
23973,ENSG00000206470,MAS1L,HSCHR6_MHC_MCF_CTG1
23974,ENSG00000238367,MIR2113,6
23975,ENSG00000212147,RNU6-1106P,6
23976,ENSG00000206467,OR2H2,HSCHR6_MHC_MCF_CTG1
23977,ENSG00000266760,MIR4464,6
23978,ENSG00000273744,,6
23979,ENSG00000231257,ATAT1,HSCHR6_MHC_MCF_CTG1
23980,ENSG00000244710,RN7SL47P,6
23981,ENSG00000252444,RNU6-344P,6
23982,ENSG00000200522,RNU6-957P,6
23983,ENSG00000201386,RNU6-1163P,6
23984,ENSG00000206857,RNU6-214P,6
23985,ENSG00000255022,,11
23986,ENSG00000252498,RNU6-1016P,6
23987,ENSG00000200040,,6
23988,ENSG00000292188,CSAG1,HSCHRX_1_CTG14
23989,ENSG00000255528,,11
23990,ENSG00000251814,RN7SKP18,6
23991,ENSG00000252944,RNU6-897P,6
23992,ENSG00000254555,,11
23993,ENSG00000200091,RN7SKP163,6
23994,ENSG00000256928,,11
23995,ENSG00000200310,RNA5SP215,6
23996,ENSG00000207044,RNU6-1226P,6
23997,ENSG00000222713,RN7SKP51,6
23998,ENSG00000292189,MAGEA12,HSCHRX_1_CTG14
23999,ENSG00000222445,RN7SKP56,6
24000,ENSG00000207461,RNU6-253P,6
24001,ENSG00000207632,MIR588,6
24002,ENSG00000201613,RNU6-200P,6
24003,ENSG00000201379,RNU4-76P,6
24004,ENSG00000292190,,HSCHRX_1_CTG14
24005,ENSG00000202438,,6
24006,ENSG00000151929,BAG3,10
24007,ENSG00000265725,MIR3144,6
24008,ENSG00000292191,CETN2,HSCHRX_1_CTG14
24009,ENSG00000251920,RNA5SP216,6
24010,ENSG00000251882,RNU6-475P,6
24011,ENSG00000199932,RNU1-18P,6
24012,ENSG00000206754,SNORD101,6
24013,ENSG00000229861,MRPS18B,HSCHR6_MHC_MCF_CTG1
24014,ENSG00000292192,NSDHL,HSCHRX_1_CTG14
24015,ENSG00000283409,MIR3662,6
24016,ENSG00000266555,MIR3145,6
24017,ENSG00000222649,,6
24018,ENSG00000207345,RNU6-1222P,6
24019,ENSG00000221500,SNORD100,6
24020,ENSG00000207982,MIR548B,6
24021,ENSG00000200732,RNU6-194P,6
24022,ENSG00000200534,SNORA33,6
24023,ENSG00000292193,,HSCHRX_1_CTG14
24024,ENSG00000206982,,6
24025,ENSG00000049323,LTBP1,2
24026,ENSG00000204692,OR12D3,HSCHR6_MHC_MCF_CTG1
24027,ENSG00000238789,RNU7-152P,6
24028,ENSG00000292194,PNMA5,HSCHRX_1_CTG14
24029,ENSG00000200198,RN7SKP211,6
24030,ENSG00000199246,RNU6-896P,6
24031,ENSG00000266222,,17
24032,ENSG00000227389,DDX39BP2,HSCHR6_MHC_MCF_CTG1
24033,ENSG00000222806,RNA5SP225,6
24034,ENSG00000196231,OR2J2,HSCHR6_MHC_MCF_CTG1
24035,ENSG00000222659,RNU2-8P,6
24036,ENSG00000177103,DSCAML1,11
24037,ENSG00000201628,RNU4-7P,6
24038,ENSG00000185532,PRKG1,10
24039,ENSG00000233687,OR2B3,HSCHR6_MHC_MCF_CTG1
24040,ENSG00000238616,RNU6-300P,6
24041,ENSG00000201939,RNA5SP224,6
24042,ENSG00000238289,MICB,HSCHR6_MHC_MCF_CTG1
24043,ENSG00000222764,RN7SKP106,6
24044,ENSG00000292195,MAGEA6,HSCHRX_1_CTG14
24045,ENSG00000238594,,6
24046,ENSG00000292208,PQBP1,HSCHRX_3_CTG3
24047,ENSG00000221456,MIR1202,6
24048,ENSG00000240606,RN7SL564P,6
24049,ENSG00000266245,MIR4644,6
24050,ENSG00000212295,SNORD28B,6
24051,ENSG00000108651,UTP6,17
24052,ENSG00000224472,TCF19,HSCHR6_MHC_MCF_CTG1
24053,ENSG00000223191,RNU6-293P,6
24054,ENSG00000276680,,6
24055,ENSG00000223203,RNA5SP221,6
24056,ENSG00000227169,,1
24057,ENSG00000202343,,6
24058,ENSG00000228448,HCG21,HSCHR6_MHC_MCF_CTG1
24059,ENSG00000283356,,1
24060,ENSG00000207292,,6
24061,ENSG00000229575,RPL7P4,HSCHR6_MHC_MCF_CTG1
24062,ENSG00000220871,DNAJC19P6,6
24063,ENSG00000258481,,14
24064,ENSG00000292196,ZNF185,HSCHRX_1_CTG14
24065,ENSG00000217653,PIMREGP3,6
24066,ENSG00000112459,OR14J1,HSCHR6_MHC_MCF_CTG1
24067,ENSG00000201097,RNU6-366P,14
24068,ENSG00000199630,,6
24069,ENSG00000230983,PSORS1C3,HSCHR6_MHC_MCF_CTG1
24070,ENSG00000286630,,14
24071,ENSG00000218300,RPL22P14,6
24072,ENSG00000234966,LINC01623,HSCHR6_MHC_MCF_CTG1
24073,ENSG00000219240,,6
24074,ENSG00000135355,GJA10,6
24075,ENSG00000225845,BTNL2,HSCHR6_MHC_MCF_CTG1
24076,ENSG00000140090,SLC24A4,14
24077,ENSG00000252891,,6
24078,ENSG00000226455,,6
24079,ENSG00000157916,RER1,1
24080,ENSG00000230602,TSBP1-AS1,HSCHR6_MHC_MCF_CTG1
24081,ENSG00000222078,RN7SKP110,6
24082,ENSG00000233649,,HSCHR6_MHC_MCF_CTG1
24083,ENSG00000234951,SAPCD1,HSCHR6_MHC_MCF_CTG1
24084,ENSG00000118412,CASP8AP2,6
24085,ENSG00000292215,TIMM17B,HSCHRX_3_CTG3
24086,ENSG00000237403,PPP1R11,HSCHR6_MHC_MCF_CTG1
24087,ENSG00000292197,CSAG4,HSCHRX_1_CTG14
24088,ENSG00000292198,,HSCHRX_1_CTG14
24089,ENSG00000232049,OR2I1P,HSCHR6_MHC_MCF_CTG1
24090,ENSG00000227668,MAS1LP1,HSCHR6_MHC_MCF_CTG1
24091,ENSG00000292179,SLC25A5P3,HSCHR7_4_CTG1
24092,ENSG00000204690,OR12D2,HSCHR6_MHC_MCF_CTG1
24093,ENSG00000292180,LINC01445,HSCHR7_4_CTG1
24094,ENSG00000236746,HLA-W,HSCHR6_MHC_MCF_CTG1
24095,ENSG00000224140,TNXA,HSCHR6_MHC_MCF_CTG1
24096,ENSG00000172889,EGFL7,9
24097,ENSG00000228025,MTCO3P1,HSCHR6_MHC_MCF_CTG1
24098,ENSG00000292209,SLC35A2,HSCHRX_3_CTG3
24099,ENSG00000231021,HLA-DRB4,HSCHR6_MHC_MCF_CTG1
24100,ENSG00000236808,POLR1H,HSCHR6_MHC_MCF_CTG1
24101,ENSG00000236547,RPL15P4,HSCHR6_MHC_MCF_CTG1
24102,ENSG00000235769,LY6G6E,HSCHR6_MHC_MCF_CTG1
24103,ENSG00000259930,HLA-P,HSCHR6_MHC_MCF_CTG1
24104,ENSG00000234904,RPL13P,HSCHR6_MHC_MCF_CTG1
24105,ENSG00000223757,VWA7,HSCHR6_MHC_MCF_CTG1
24106,ENSG00000206356,,5
24107,ENSG00000292210,PIM2,HSCHRX_3_CTG3
24108,ENSG00000250158,,5
24109,ENSG00000253743,MARK2P11,5
24110,ENSG00000292211,OTUD5,HSCHRX_3_CTG3
24111,ENSG00000253768,,5
24112,ENSG00000247700,HLA-H,HSCHR6_MHC_MCF_CTG1
24113,ENSG00000223376,RPS17P1,HSCHR6_MHC_MCF_CTG1
24114,ENSG00000251026,NIHCOLE,5
24115,ENSG00000206471,OR2H1,HSCHR6_MHC_MCF_CTG1
24116,ENSG00000035403,VCL,10
24117,ENSG00000285598,,6
24118,ENSG00000235253,EEF1A1P50,5
24119,ENSG00000292212,,HSCHRX_3_CTG3
24120,ENSG00000232122,HCG4P8,HSCHR6_MHC_MCF_CTG1
24121,ENSG00000292216,,HSCHRX_3_CTG3
24122,ENSG00000280047,,5
24123,ENSG00000201119,RNU1-33P,6
24124,ENSG00000224293,TMEM183AP1,HSCHR6_MHC_MCF_CTG1
24125,ENSG00000292213,RNU6-722P,HSCHRX_3_CTG3
24126,ENSG00000217612,,6
24127,ENSG00000251214,,5
24128,ENSG00000292214,KCND1,HSCHRX_3_CTG3
24129,ENSG00000223680,DDR1,HSCHR6_MHC_MCF_CTG1
24130,ENSG00000261416,CORO1A-AS1,16
24131,ENSG00000270638,,6
24132,ENSG00000164576,SAP30L,5
24133,ENSG00000270828,,6
24134,ENSG00000288551,,6
24135,ENSG00000288056,,6
24136,ENSG00000169627,BOLA2B,16
24137,ENSG00000280184,,6
24138,ENSG00000118496,FBXO30,6
24139,ENSG00000223586,LINC01312,6
24140,ENSG00000233592,MICG,HSCHR6_MHC_MCF_CTG1
24141,ENSG00000233182,OR2H4P,HSCHR6_MHC_MCF_CTG1
24142,ENSG00000028839,TBPL1,6
24143,ENSG00000213599,SLX1A-SULT1A3,16
24144,ENSG00000233982,RPL7AP7,HSCHR6_MHC_MCF_CTG1
24145,ENSG00000230855,OR2J3,HSCHR6_MHC_MCF_CTG1
24146,ENSG00000234082,DDX39B-AS1,HSCHR6_MHC_MCF_CTG1
24147,ENSG00000232351,HLA-DQB1-AS1,HSCHR6_MHC_MCF_CTG1
24148,ENSG00000266605,LONRF2P1,18
24149,ENSG00000292219,GRIPAP1,HSCHRX_3_CTG3
24150,ENSG00000227656,RPL3P2,HSCHR6_MHC_MCF_CTG1
24151,ENSG00000265766,CXADRP3,18
24152,ENSG00000227715,HLA-A,HSCHR6_MHC_MCF_CTG1
24153,ENSG00000266242,GRAMD4P7,18
24154,ENSG00000287862,,5
24155,ENSG00000183206,POTEC,18
24156,ENSG00000254373,,5
24157,ENSG00000271679,LSM1P2,5
24158,ENSG00000242044,,HSCHR6_MHC_MCF_CTG1
24159,ENSG00000245060,LINC00847,5
24160,ENSG00000288529,,6
24161,ENSG00000242386,HLA-DMB,HSCHR6_MHC_MCF_CTG1
24162,ENSG00000118526,TCF21,6
24163,ENSG00000249870,,17
24164,ENSG00000248883,B4GALNT2P1,17
24165,ENSG00000263787,SKAP1-AS1,17
24166,ENSG00000232435,DDX6P1,HSCHR6_MHC_MCF_CTG1
24167,ENSG00000174156,GSTA3,6
24168,ENSG00000230332,RNF39,HSCHR6_MHC_MCF_CTG1
24169,ENSG00000157881,PANK4,1
24170,ENSG00000131480,AOC2,17
24171,ENSG00000229706,PPIAP9,HSCHR6_MHC_MCF_CTG1
24172,ENSG00000235692,PFDN6,HSCHR6_MHC_MCF_CTG1
24173,ENSG00000239463,HLA-DMA,HSCHR6_MHC_MCF_CTG1
24174,ENSG00000249167,SEMA6A-AS2,5
24175,ENSG00000263715,LINC02210-CRHR1,17
24176,ENSG00000292199,,HSCHRX_2_CTG14
24177,ENSG00000292200,,HSCHRX_2_CTG14
24178,ENSG00000248909,HMGB1P21,5
24179,ENSG00000292243,,HSCHRX_2_CTG14
24180,ENSG00000287630,,5
24181,ENSG00000197744,PTMAP2,5
24182,ENSG00000261444,,16
24183,ENSG00000261757,,5
24184,ENSG00000261203,PLA2G10JP,16
24185,ENSG00000240411,RPL5P16,5
24186,ENSG00000273724,,16
24187,ENSG00000243538,RPS26P28,5
24188,ENSG00000224264,VARS1,HSCHR6_MHC_MCF_CTG1
24189,ENSG00000169217,CD2BP2,16
24190,ENSG00000282734,,HSCHR8_1_CTG1
24191,ENSG00000199161,MIR126,9
24192,ENSG00000288014,,6
24193,ENSG00000173991,TCAP,17
24194,ENSG00000281997,,HSCHR8_1_CTG1
24195,ENSG00000165716,DIPK1B,9
24196,ENSG00000282141,,HSCHR8_1_CTG1
24197,ENSG00000158458,NRG2,5
24198,ENSG00000282001,DLGAP2-AS1,HSCHR8_1_CTG1
24199,ENSG00000170899,GSTA4,6
24200,ENSG00000282152,DLGAP2,HSCHR8_1_CTG1
24201,ENSG00000281953,,HSCHR8_1_CTG1
24202,ENSG00000100567,PSMA3,14
24203,ENSG00000227011,LINC02876,17
24204,ENSG00000238134,EHMT2,HSCHR6_MHC_MCF_CTG1
24205,ENSG00000280496,SNORA17B,9
24206,ENSG00000276161,SNORA17B,9
24207,ENSG00000274998,SNORA17A,9
24208,ENSG00000281808,,9
24209,ENSG00000274356,,9
24210,ENSG00000154945,ANKRD40,17
24211,ENSG00000187922,LCN10,9
24212,ENSG00000200132,RNU6-1021P,18
24213,ENSG00000265340,OR4K7P,18
24214,ENSG00000266693,OR4K8P,18
24215,ENSG00000264570,SNX19P3,18
24216,ENSG00000169221,TBC1D10B,16
24217,ENSG00000273732,VN1R74P,18
24218,ENSG00000276318,GTF2IP8,18
24219,ENSG00000249571,OR12D1,HSCHR6_MHC_MCF_CTG1
24220,ENSG00000231309,WASF5P,HSCHR6_MHC_MCF_CTG1
24221,ENSG00000200645,RNU6-1210P,18
24222,ENSG00000225390,C6orf47-AS1,HSCHR6_MHC_MCF_CTG1
24223,ENSG00000265737,,18
24224,ENSG00000265499,MIR3156-2,18
24225,ENSG00000265786,LINC01906,18
24226,ENSG00000225635,DDAH2,HSCHR6_MHC_MCF_CTG1
24227,ENSG00000278963,,17
24228,ENSG00000202198,,6
24229,ENSG00000283293,RN7SK,6
24230,ENSG00000240827,RPL19P7,3
24231,ENSG00000288614,,6
24232,ENSG00000264061,FGF7P1,18
24233,ENSG00000107882,SUFU,10
24234,ENSG00000242865,RN7SL244P,6
24235,ENSG00000261745,,6
24236,ENSG00000242641,LINC00971,3
24237,ENSG00000263618,,18
24238,ENSG00000137270,GCM1,6
24239,ENSG00000108798,ABI3,17
24240,ENSG00000266554,LINC01443,18
24241,ENSG00000234487,HLA-F,HSCHR6_MHC_MCF_CTG1
24242,ENSG00000264301,LINC01444,18
24243,ENSG00000263821,,18
24244,ENSG00000279042,,18
24245,ENSG00000266522,,18
24246,ENSG00000253026,RNU6-464P,6
24247,ENSG00000219074,SOD1P1,6
24248,ENSG00000217539,IQCB2P,6
24249,ENSG00000278923,,18
24250,ENSG00000199851,,6
24251,ENSG00000217315,OR2W2P,6
24252,ENSG00000263635,,18
24253,ENSG00000286815,,18
24254,ENSG00000187763,OR2B7P,6
24255,ENSG00000272009,,6
24256,ENSG00000180777,ANKRD30B,18
24257,ENSG00000228202,HCG9P5,HSCHR6_MHC_MCF_CTG1
24258,ENSG00000182477,OR2B8P,6
24259,ENSG00000241305,ACTG1P13,3
24260,ENSG00000223666,FKBPL,HSCHR6_MHC_MCF_CTG1
24261,ENSG00000242573,ACTR3P3,3
24262,ENSG00000168126,OR2W6P,6
24263,ENSG00000124657,OR2B6,6
24264,ENSG00000228581,GNL1,HSCHR6_MHC_MCF_CTG1
24265,ENSG00000238290,ERRFI1-DT,1
24266,ENSG00000214374,RPLP2P1,6
24267,ENSG00000225387,,1
24268,ENSG00000216629,OR2W4P,6
24269,ENSG00000228713,,HSCHR6_MHC_MCF_CTG1
24270,ENSG00000218226,TATDN2P2,6
24271,ENSG00000236399,TRIM40,HSCHR6_MHC_MCF_CTG1
24272,ENSG00000278571,MIR7161,6
24273,ENSG00000227598,,6
24274,ENSG00000285730,,6
24275,ENSG00000274653,,16
24276,ENSG00000184220,CMSS1,3
24277,ENSG00000204003,,9
24278,ENSG00000265828,MIR3939,6
24279,ENSG00000284825,,6
24280,ENSG00000180269,GPR139,16
24281,ENSG00000284914,,6
24282,ENSG00000286674,,6
24283,ENSG00000259539,,15
24284,ENSG00000237495,LY6G5C,HSCHR6_MHC_MCF_CTG1
24285,ENSG00000216966,,6
24286,ENSG00000259519,,15
24287,ENSG00000132207,SLX1A,16
24288,ENSG00000259932,,15
24289,ENSG00000260035,,15
24290,ENSG00000231720,,6
24291,ENSG00000279014,,15
24292,ENSG00000228648,,6
24293,ENSG00000261709,,15
24294,ENSG00000259338,H3P39,15
24295,ENSG00000240957,LY6G6F,HSCHR6_MHC_MCF_CTG1
24296,ENSG00000259520,SLC28A2-AS1,15
24297,ENSG00000112494,UNC93A,6
24298,ENSG00000267206,LCN6,9
24299,ENSG00000237723,ZNF70P1,HSCHR6_MHC_MCF_CTG1
24300,ENSG00000248895,,17
24301,ENSG00000233380,RPS2P48,17
24302,ENSG00000173714,WFIKKN2,17
24303,ENSG00000230514,AGER,HSCHR6_MHC_MCF_CTG1
24304,ENSG00000137860,SLC28A2,15
24305,ENSG00000159202,UBE2Z,17
24306,ENSG00000282103,,HSCHR8_4_CTG1
24307,ENSG00000242651,RN7SL862P,18
24308,ENSG00000285653,,18
24309,ENSG00000282347,,HSCHR8_4_CTG1
24310,ENSG00000252680,RNA5SP449,18
24311,ENSG00000282245,,HSCHR8_4_CTG1
24312,ENSG00000265564,PIGPP4,18
24313,ENSG00000282665,ERICH1,HSCHR8_4_CTG1
24314,ENSG00000223952,TNF,HSCHR6_MHC_MCF_CTG1
24315,ENSG00000213648,SULT1A4,16
24316,ENSG00000226691,HLA-Z,HSCHR6_MHC_MCF_CTG1
24317,ENSG00000168454,TXNDC2,18
24318,ENSG00000224564,HCG4,HSCHR6_MHC_MCF_CTG1
24319,ENSG00000236353,PBX2,HSCHR6_MHC_MCF_CTG1
24320,ENSG00000110237,ARHGEF17,11
24321,ENSG00000235708,COL11A2,HSCHR6_MHC_MCF_CTG1
24322,ENSG00000048707,VPS13D,1
24323,ENSG00000278756,MIR6722,9
24324,ENSG00000197893,NRAP,10
24325,ENSG00000177984,LCN15,9
24326,ENSG00000120440,TTLL2,6
24327,ENSG00000272799,,18
24328,ENSG00000101558,VAPA,18
24329,ENSG00000292217,TFE3,HSCHRX_3_CTG3
24330,ENSG00000224120,C6orf136,HSCHR6_MHC_MCF_CTG1
24331,ENSG00000292222,PRAF2,HSCHRX_3_CTG3
24332,ENSG00000217447,,6
24333,ENSG00000135312,HTR1B,6
24334,ENSG00000292202,,HSCHRX_3_CTG3
24335,ENSG00000219607,PPP1R3G,6
24336,ENSG00000235712,RXRB,HSCHR6_MHC_MCF_CTG1
24337,ENSG00000241884,,3
24338,ENSG00000224662,ATP6V1G1P3,9
24339,ENSG00000244187,TMEM141,9
24340,ENSG00000242781,LINC02050,3
24341,ENSG00000292221,WDR45,HSCHRX_3_CTG3
24342,ENSG00000227655,PTMAP1,HSCHR6_MHC_MCF_CTG1
24343,ENSG00000237348,,HSCHR6_MHC_MCF_CTG1
24344,ENSG00000236926,ZDHHC20P1,HSCHR6_MHC_MCF_CTG1
24345,ENSG00000224455,VPS52,HSCHR6_MHC_MCF_CTG1
24346,ENSG00000258682,,14
24347,ENSG00000114021,NIT2,3
24348,ENSG00000180189,HMGB1P14,14
24349,ENSG00000243521,RPL5P33,17
24350,ENSG00000279636,,14
24351,ENSG00000111913,RIPOR2,6
24352,ENSG00000252782,RNU6-341P,14
24353,ENSG00000183978,COA3,17
24354,ENSG00000251193,,5
24355,ENSG00000231288,RPL32P1,HSCHR6_MHC_MCF_CTG1
24356,ENSG00000272896,,9
24357,ENSG00000285597,,15
24358,ENSG00000235390,,15
24359,ENSG00000253908,,5
24360,ENSG00000032219,ARID4A,14
24361,ENSG00000206258,TNXB,HSCHR6_MHC_MCF_CTG1
24362,ENSG00000254164,,5
24363,ENSG00000259433,,15
24364,ENSG00000221886,FAM200C,5
24365,ENSG00000213213,CCDC183,9
24366,ENSG00000238941,RNU6-953P,15
24367,ENSG00000251461,,17
24368,ENSG00000240058,ARGFXP1,5
24369,ENSG00000253772,,5
24370,ENSG00000171766,GATM,15
24371,ENSG00000285605,,5
24372,ENSG00000167083,GNGT2,17
24373,ENSG00000213376,GAPDHP71,5
24374,ENSG00000251205,,5
24375,ENSG00000234856,UBDP1,HSCHR6_MHC_MCF_CTG1
24376,ENSG00000213394,RPSAP46,7
24377,ENSG00000237814,SFTA2,HSCHR6_MHC_MCF_CTG1
24378,ENSG00000230878,HLA-DPA2,HSCHR6_MHC_MCF_CTG1
24379,ENSG00000244657,,7
24380,ENSG00000254416,LINC02732,11
24381,ENSG00000278673,,KI270727.1
24382,ENSG00000253512,,5
24383,ENSG00000223892,,HSCHR6_MHC_MCF_CTG1
24384,ENSG00000270425,,7
24385,ENSG00000231602,RPL35AP4,HSCHR6_MHC_MCF_CTG1
24386,ENSG00000277544,,7
24387,ENSG00000250082,,4
24388,ENSG00000224633,LINC03003,HSCHR6_MHC_MCF_CTG1
24389,ENSG00000248187,,4
24390,ENSG00000213414,,5
24391,ENSG00000234234,MTCO2P8,7
24392,ENSG00000277890,,KI270727.1
24393,ENSG00000228628,ATF6B,HSCHR6_MHC_MCF_CTG1
24394,ENSG00000275249,,KI270727.1
24395,ENSG00000249174,,5
24396,ENSG00000226744,,7
24397,ENSG00000248420,MTATP6P9,4
24398,ENSG00000285366,,5
24399,ENSG00000286742,,7
24400,ENSG00000251256,LINC02358,4
24401,ENSG00000274792,,KI270727.1
24402,ENSG00000278981,,4
24403,ENSG00000235421,,7
24404,ENSG00000276872,,KI270727.1
24405,ENSG00000254511,,11
24406,ENSG00000260265,LINC02562,4
24407,ENSG00000225215,SMARCE1P1,11
24408,ENSG00000112984,KIF20A,5
24409,ENSG00000276760,,KI270727.1
24410,ENSG00000255149,,11
24411,ENSG00000285544,,7
24412,ENSG00000223138,RNA5SP450,18
24413,ENSG00000292203,RNU4-52P,HSCHRX_3_CTG3
24414,ENSG00000292204,GPKOW,HSCHRX_3_CTG3
24415,ENSG00000231859,,7
24416,ENSG00000238228,OR7E7P,7
24417,ENSG00000237236,,7
24418,ENSG00000292205,RN7SL262P,HSCHRX_3_CTG3
24419,ENSG00000229684,TUBB,HSCHR6_MHC_MCF_CTG1
24420,ENSG00000255429,,11
24421,ENSG00000145451,GLRA3,4
24422,ENSG00000292206,,HSCHRX_3_CTG3
24423,ENSG00000198848,CES1,16
